"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2024-05-21",2024-04-21,"2024-05-21",30
"2","ild","2024-05-21",2024-04-21,"2024-05-21",30
"3","ssh","2024-05-21",2024-04-21,"2024-05-21",30
"4","sst","2024-05-21",2024-04-21,"2024-05-21",30
"5","su","2024-05-21",2024-04-21,"2024-05-21",30
"6","sv","2024-05-21",2024-04-21,"2024-05-21",30
"7","sustr","2024-05-21",2024-04-21,"2024-05-21",30
"8","svstr","2024-05-21",2024-04-21,"2024-05-21",30
"9","sst_sd","2024-05-21",2024-04-21,"2024-05-21",30
"10","ssh_sd","2024-05-21",2024-04-21,"2024-05-21",30
"11","curl","2024-05-21",2024-04-21,"2024-05-21",30
