"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2025-06-20",2025-05-21,"2025-06-20",31
"2","ild","2025-06-20",2025-05-21,"2025-06-20",31
"3","ssh","2025-06-20",2025-05-21,"2025-06-20",31
"4","sst","2025-06-20",2025-05-21,"2025-06-20",31
"5","su","2025-06-20",2025-05-21,"2025-06-20",31
"6","sv","2025-06-20",2025-05-21,"2025-06-20",31
"7","sustr","2025-06-20",2025-05-21,"2025-06-20",31
"8","svstr","2025-06-20",2025-05-21,"2025-06-20",31
"9","sst_sd","2025-06-20",2025-05-21,"2025-06-20",31
"10","ssh_sd","2025-06-20",2025-05-21,"2025-06-20",31
"11","curl","2025-06-20",2025-05-21,"2025-06-20",31
