"","var","prediction_date","average_start","average_end","n_days_w_data"
"1","bv","2025-08-23",2025-07-24,"2025-08-23",11
"2","ild","2025-08-23",2025-07-24,"2025-08-23",11
"3","ssh","2025-08-23",2025-07-24,"2025-08-23",11
"4","sst","2025-08-23",2025-07-24,"2025-08-23",11
"5","su","2025-08-23",2025-07-24,"2025-08-23",11
"6","sv","2025-08-23",2025-07-24,"2025-08-23",11
"7","sustr","2025-08-23",2025-07-24,"2025-08-23",11
"8","svstr","2025-08-23",2025-07-24,"2025-08-23",11
"9","sst_sd","2025-08-23",2025-07-24,"2025-08-23",11
"10","ssh_sd","2025-08-23",2025-07-24,"2025-08-23",11
"11","curl","2025-08-23",2025-07-24,"2025-08-23",11
